GC,GC2,Name,Server,ActivationPreference,ReplayLagTime,TruncationLagTime
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB10","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB11","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB11","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB11","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB12","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB12","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB12","srv-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB13","srv-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB13","srv-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB13","srv-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB14","srv-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB14","srv-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB14","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB15","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB15","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB15","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB16","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB16","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB16","srv-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB17","srv-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB17","srv-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB17","srv-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB18","srv-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB18","srv-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB18","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB19","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB19","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB19","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB20","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB20","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB20","srv-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB21","srv-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB21","srv-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB21","srv-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB22","srv-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB22","srv-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB22","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB23","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB23","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB23","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB24","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB24","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB24","srv-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB25","srv-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB25","srv-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB25","srv-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB26","srv-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB26","srv-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB26","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB27","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB27","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB27","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB28","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB28","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB28","srv-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB29","srv-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB29","srv-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB29","srv-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB30","srv-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB30","srv-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB30","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB31","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB31","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB31","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB32","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB32","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB32","srv-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB33","srv-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB33","srv-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB33","srv-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB34","srv-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB34","srv-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB34","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB35","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB35","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB35","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB36","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB36","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB36","srv-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB37","srv-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB37","srv-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB37","srv-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB38","srv-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB38","srv-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB38","srv-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB39","srv-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB39","srv-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB39","srv-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB40","srv-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB40","srv-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB40","srv-nn-01","4","7.0:00:00","0.0:00:00"
