"GC","GC2","Name","Server","ActivationPreference","ReplayLagTime","TruncationLagTime"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB23","SRV-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB23","SRV-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB24","SRV-nn-07","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB24","SRV-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB24","SRV-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB25","SRV-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB25","SRV-nn-05","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB25","SRV-nn-06","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB26","SRV-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB26","SRV-nn-06","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB26","SRV-nn-07","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB27","SRV-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB27","SRV-nn-07","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB27","SRV-nn-08","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB28","SRV-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB28","SRV-nn-08","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB28","SRV-nn-05","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB29","SRV-nn-07","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB29","SRV-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB29","SRV-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB30","SRV-nn-08","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB30","SRV-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB30","SRV-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB31","SRV-nn-05","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB31","SRV-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB31","SRV-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB32","SRV-nn-06","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB32","SRV-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB32","SRV-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB33","SRV-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB33","SRV-nn-05","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB33","SRV-nn-08","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB34","SRV-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB34","SRV-nn-06","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB34","SRV-nn-05","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB35","SRV-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB35","SRV-nn-07","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB35","SRV-nn-06","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB36","SRV-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB36","SRV-nn-08","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB36","SRV-nn-07","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB37","SRV-nn-06","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB37","SRV-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB37","SRV-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB38","SRV-nn-07","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB38","SRV-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB38","SRV-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB39","SRV-nn-08","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB39","SRV-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB39","SRV-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB40","SRV-nn-05","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB40","SRV-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB40","SRV-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB41","SRV-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB41","SRV-nn-05","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB41","SRV-nn-07","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB42","SRV-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB42","SRV-nn-06","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB42","SRV-nn-08","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB43","SRV-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB43","SRV-nn-07","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB43","SRV-nn-05","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB44","SRV-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB44","SRV-nn-08","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB44","SRV-nn-06","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB45","SRV-nn-08","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB45","SRV-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB45","SRV-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB46","SRV-nn-05","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB46","SRV-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB46","SRV-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB47","SRV-nn-06","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB47","SRV-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB47","SRV-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB48","SRV-nn-07","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB48","SRV-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB48","SRV-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB49","SRV-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB49","SRV-nn-05","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB49","SRV-nn-06","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB50","SRV-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB50","SRV-nn-06","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB50","SRV-nn-07","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB51","SRV-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB51","SRV-nn-07","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB51","SRV-nn-08","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB52","SRV-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB52","SRV-nn-08","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB52","SRV-nn-05","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB53","SRV-nn-07","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB53","SRV-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB53","SRV-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB54","SRV-nn-08","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB54","SRV-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB54","SRV-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB55","SRV-nn-05","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB55","SRV-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB55","SRV-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB56","SRV-nn-06","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB56","SRV-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB56","SRV-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB57","SRV-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB57","SRV-nn-05","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB57","SRV-nn-08","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB58","SRV-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB58","SRV-nn-06","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB58","SRV-nn-05","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB59","SRV-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB59","SRV-nn-07","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB59","SRV-nn-06","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB60","SRV-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB60","SRV-nn-08","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB60","SRV-nn-07","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB61","SRV-nn-06","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB61","SRV-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB61","SRV-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB62","SRV-nn-07","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB62","SRV-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB62","SRV-nn-03","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB63","SRV-nn-08","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB63","SRV-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB63","SRV-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB64","SRV-nn-05","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB64","SRV-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB64","SRV-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB65","SRV-nn-03","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB65","SRV-nn-05","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB65","SRV-nn-07","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB66","SRV-nn-04","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB66","SRV-nn-06","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB66","SRV-nn-08","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB67","SRV-nn-01","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB67","SRV-nn-07","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB67","SRV-nn-05","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB68","SRV-nn-02","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB68","SRV-nn-08","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB68","SRV-nn-06","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB69","SRV-nn-08","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB69","SRV-nn-01","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB69","SRV-nn-04","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB70","SRV-nn-05","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB70","SRV-nn-02","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB70","SRV-nn-01","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB71","SRV-nn-06","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB71","SRV-nn-03","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB71","SRV-nn-02","4","7.0:00:00","0.0:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB72","SRV-nn-07","2","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB72","SRV-nn-04","3","0.00:00:00","0.00:00:00"
"GC1.contoso.com","GC2.contoso.com","DAG-nn-DB72","SRV-nn-03","4","7.0:00:00","0.0:00:00"
